YMD,HHNN,STN,ID,LAT,LON,TMPF,SUSMPH,GUSTMPH,PKWNDMPH,MAXMPH,DWPF,'RAWOB'
20180104,1500,CWIS,CHARLEVOIX_(MRX),47.28,-70.63,8,13,52,61,61,6,'CWIS 041500Z AUTO 01011G45KT M14/M14 RMK AO1 SOG 56 8025 PK WND 34053/1431 SLP121 T11361144'
20180104,1500,CWIT,ST._CLOTHILDE_(AUT),45.17,-73.68,15,3,,,,9,'CWIT 041500Z AUTO 36003KT M10/M13 RMK AO1 SOG 22 6026 SLP098 T10971126 50005'
20180104,1500,CWIX,MISTOOK_(AUT),48.60,-71.71,1,7,,,,-4,'CWIX 041500Z AUTO 26006KT M17/M20 RMK AO1 SLP151 T11701199 58013'
20180104,1500,CWIZ,L'ACADIE,45.30,-73.35,11,3,,,,6,'CWIZ 041500Z AUTO 36003KT M12/M15 RMK AO1 SOG 25 T11161147'
20180104,1500,CWJB,STE_FOY_CS,46.78,-71.28,16,12,18,,18,-9999,'CWJB 041500Z AUTO 05010G16KT M09/ RMK AO1 SOG 11 T1085'
20180104,1500,CWJO,JONQUIERE(AUTO),48.41,-71.15,12,6,,,,6,'CWJO 041500Z AUTO 10005KT M11/M14 RMK AO1 SLP161 T11091144 58018'
20180104,1500,CWJT,ST_JOVITE_(AUTO8),46.07,-74.53,15,2,,,,11,'CWJT 041500Z AUTO 12002KT M10/M12 RMK AO1 SLP122 T10951115 55017'
20180104,1500,CWKG,KEJIMKUJIK_1,44.43,-65.20,35,14,24,28,28,34,'CWKG 041500Z AUTO 09012G21KT 02/01 RMK AO1 6PAST HR PRESFR SOG 08 8089 PK WND 10024/1447 SLP071 P0002 T00160009 50006'
20180104,1500,CWLS,MOUNT_FOREST,43.98,-80.75,2,7,,,,-1,'CWLS 041500Z AUTO 33006KT M17/M18 RMK AO1 SOG 24 8002 SLP154 T11681182'
20180104,1500,CWMJ,MANIWAKI,46.28,-76.00,14,2,,,,12,'CWMJ 041500Z AUTO 02002KT M10/M11 RMK AO1 SOG 24 6016 SLP111 T11001111'
20180104,1500,CWNC,COBOURG_(MARS),43.95,-78.17,13,12,21,21,21,7,'CWNC 041500Z AUTO 35010G18KT M10/M14 RMK AO1 SOG 03 5015 PK WND 34018/1450 SLP104 T11031141'
20180104,1500,CWNE,NORTH_CAPE,47.05,-64.00,,18,,25,25,-9999,'CWNE 041500Z AUTO 10016KT RMK AO1 PRESFR PK WND 11022/1429 58053'
20180104,1500,CWNH,RIVIERE_DU_LOUP,47.80,-69.55,10,2,,,,4,'CWNH 041500Z AUTO 09002KT M12/M15 RMK AO1 SOG 28 8031 SLP155 T11221154'
20180104,1500,CWNQ,NICOLET_(AUTO8),46.22,-72.65,15,7,,,,12,'CWNQ 041500Z AUTO 04006KT M09/M11 RMK AO1 SLP110 T10921113 58027'
20180104,1500,CWNZ,NAGAGAMI_(MARS),49.75,-84.16,-26,5,,,,-32,'CWNZ 041500Z AUTO 31004KT M32/M36 RMK AO1 SOG 30 1010 SLP309 T13211357'
20180104,1500,CWOC,NEW_CARLISLE1,48.02,-65.33,24,6,,,,21,'CWOC 041500Z AUTO 07005KT M05/M06 RMK AO1 0PAST HR 8027 SLP189 P0004 T10461060 50010'
20180104,1500,CWOD,NORMANDIN,48.83,-72.55,1,2,,,,-4,'CWOD 041500Z AUTO 29002KT M17/M20 RMK AO1 SOG 18 8007 SLP147 T11701198'
20180104,1500,CWPD,L'ETAPE,47.56,-71.23,7,2,,,,4,'CWPD 041500Z AUTO 02002KT M14/M15 RMK AO1 SLP133 T11401154 56018'
20180104,1500,CWPE,POINT_LEPREAU,45.06,-66.45,36,15,28,,28,34,'CWPE 041500Z AUTO 06013G24KT 02/01 RMK AO1 24 PRESFR SOG 06 8068 SLP088 T00230011'
20180104,1500,CWPK,PARENT_(MARS),47.92,-74.62,7,2,,,,3,'CWPK 041500Z AUTO 07002KT M14/M16 RMK AO1 4PAST HR SOG 38 6014 SLP126 P0002 T11381159 50004'
20180104,1500,CWQH,LENNOXVILLE,45.37,-71.82,11,2,,,,7,'CWQH 041500Z AUTO 02002KT M11/M14 RMK AO1 SOG 23 T11141137'
20180104,1500,CWQO,ILE_BICQUETTE,48.41,-68.90,16,6,,,,10,'CWQO 041500Z AUTO 06005KT M09/M12 RMK AO1 T10871121'
20180104,1500,CWQP,POINT_PETRE_(MARS),43.83,-77.15,17,9,,,,12,'CWQP 041500Z AUTO 36008KT M08/M11 RMK AO1 SOG 19 6011 SLP105 T10841112 50006'
20180104,1500,CWQR,ICE_AUX_PERROQUETS,50.22,-64.22,19,21,29,32,32,-9999,'CWQR 041500Z AUTO 07018G25KT M07/ RMK AO1 PK WND 08028/1437 T1069'
20180104,1500,CWRK,BANCROFT_AUTO8,45.07,-77.87,9,7,,,,4,'CWRK 041500Z AUTO 02006KT M13/M16 RMK AO1 SOG 29 6012 SLP108 T11261156'
20180104,1500,CWRN,HART_ISLAND_(MAPS),45.35,-60.98,36,25,33,37,37,31,'CWRN 041500Z AUTO 10022G29KT 02/M00 RMK AO1 PRESFR PK WND 09032/1424 SLP188 T00211003 58058'
20180104,1500,CWRZ,CAP_D'ESPOIR_(MAPS),48.42,-64.32,23,6,,,,22,'CWRZ 041500Z AUTO 03005KT M05/M06 RMK AO1 SLP197 T10491055 58024'
20180104,1500,CWSA,SABLE_ISLAND,43.93,-60.01,41,26,38,,38,39,'CWSA 041522Z AUTO 09023G32KT 5SM BR SCT041 OVC049 05/04 A2995 RMK PRESFR TS/LTNG TEMPO UNAVBL SLP142'
20180104,1500,CWSD,SUMMERSIDE_(AUTO8),46.43,-63.83,31,13,,21,21,28,'CWSD 041500Z AUTO 10011KT M01/M02 RMK AO1 PRESFR SOG 03 8061 PK WND 10018/1432 SLP156 T10071020'
20180104,1500,CWSF,CAP_MADELEINE(MAPS),49.25,-65.33,18,6,,,,13,'CWSF 041500Z AUTO 15005KT M08/M10 RMK AO1 SOG 14 8025 SLP195 T10801104'
20180104,1500,CWSG,CAP_CHAT_(MAPS),49.11,-66.65,10,2,,,,7,'CWSG 041500Z AUTO 12002KT M12/M14 RMK AO1 SLP186 T11201138 58024'
20180104,1500,CWSS,ST._STEPHEN_(MARS),45.20,-67.25,28,6,,,,26,'CWSS 041500Z AUTO 04005KT M02/M04 RMK AO1 PRESFR SOG 07 8067 SLP089 T10221035'
20180104,1500,CWST,LA_POCATIERE,47.35,-70.03,13,1,,,,5,'CWST 041500Z AUTO 07001KT M11/M15 RMK AO1 SOG 05 8026 SLP144 T11051150'
20180104,1500,CWTA,MC_TAVISH_(AUT),45.50,-73.58,13,7,,,,9,'CWTA 041500Z AUTO 01006KT M11/M13 RMK AO1 SOG 42 8028 SLP106 T11051128'
20180104,1500,CWTG,POINTE_DES_MONTS,49.32,-67.38,13,10,17,,17,10,'CWTG 041500Z AUTO 03009G15KT M11/M12 RMK AO1 SLP189 T11061124 58025'
20180104,1500,CWTN,CAP_TOURMENTE,47.07,-70.80,18,5,,,,10,'CWTN 041500Z AUTO 33004KT M08/M12 RMK AO1 SLP141 T10761122 58027'
20180104,1500,CWTY,TROIS_RIVIERES,46.35,-72.52,15,8,,,,14,'CWTY 041500Z AUTO 02007KT M09/M10 RMK AO1 SLP115 T10931101 58027'
20180104,1500,CWUX,LA_BAIE,48.30,-70.91,10,3,,,,5,'CWUX 041500Z AUTO 06003KT M12/M15 RMK AO1 SLP149 T11231149 58020'
20180104,1500,CWVU,BRIER_ISLAND,44.28,-66.34,38,24,31,31,31,36,'CWVU 041500Z AUTO 06021G27KT 03/02 RMK AO1 PRESFR PK WND 07027/1455 SLP053 T00320023 58097'
20180104,1500,CWWB,BURLINGTON_PIERS,43.30,-79.80,13,,,,,2,'CWWB 041500Z AUTO M11/M17 RMK AO1 19 8015 SLP137 T11081169'
20180104,1500,CWWE,WESTERN_HEAD_(MARS),43.98,-64.67,38,30,38,39,39,38,'CWWE 041500Z AUTO 08026G33KT 04/04 RMK AO1 PRESFR SOG 01 8099 PK WND 10034/1404 SLP059 T00350036'
20180104,1500,CWWX,COVE_ISLAND_(MAPS),45.33,-81.73,-1,21,,26,26,-3,'CWWX 041500Z AUTO 05018KT M18/M20 RMK AO1 PK WND 04023/1400 SLP195 T11811197 50006'
20180104,1500,CWWZ,PORT_WELLER_(MARS),43.25,-79.22,19,21,,29,29,14,'CWWZ 041500Z AUTO 32018KT M07/M10 RMK AO1 SOG 08 8007 PK WND 31025/1406 SLP132 T10711098'
20180104,1500,CWXC,ONATCHIWAY,48.88,-71.03,5,1,,,,1,'CWXC 041500Z AUTO 05001KT M15/M17 RMK AO1 2PAST HR 8012 SLP144 P0001 T11511173 50002'
20180104,1500,CWZQ,GRAND_ETANG,46.55,-61.05,34,38,53,,53,27,'CWZQ 041520Z AUTO 11033G45KT 01/M04 RMK AO1 T00101036'
20180104,1500,CWZS,AMQUI,48.47,-67.43,4,2,,,,0,'CWZS 041500Z AUTO 15002KT M15/M18 RMK AO1 SLP175 T11531178 58035'
20180104,1500,CXBO,BEAUPORT_CS,46.84,-71.20,,15,23,23,23,-9999,'CXBO 041500Z AUTO 07013G20KT RMK AO1 PK WND 07020/1459'
20180104,1500,CXCA,CAMERON_FALLS_(AUT),49.15,-88.35,-18,2,,,,-24,'CXCA 041500Z AUTO 31002KT M28/M31 RMK AO1 2PAST HR SOG 13 1008 SLP344 P0001 T12791309 50002'
20180104,1500,CXCH,CHETICAMP,46.65,-60.95,33,,,,,27,'CXCH 041500Z AUTO 01/M03 RMK AO1 SOG 24 T00071026'
20180104,1500,CXDI,DELHI_CS,42.87,-80.55,9,10,,,,2,'CXDI 041500Z AUTO 34009KT M13/M17 RMK AO1 8002 SLP147 T11291167 50002'
20180104,1500,CXEA,EAR_FALLS_(AUT),50.63,-93.21,-32,0,,,,-38,'CXEA 041500Z AUTO 00000KT M35/M39 RMK AO1 SOG 37 3007 SLP357 T13531388 50002'
20180104,1500,CXET,EGBERT_CS,44.23,-79.78,7,13,20,20,20,3,'CXET 041500Z AUTO 33011G17KT M14/M16 RMK AO1 SOG 13 8010 PK WND 32017/1457 SLP131 T11381163'
20180104,1500,CXHA,HARROW_CDA_AUTO,42.03,-82.90,11,6,,,,1,'CXHA 041500Z AUTO 36005KT M12/M17 RMK AO1 SOG 23 3009 SLP204 T11171170'
20180104,1500,CXIB,INGONISH_BEACH_CS,46.67,-60.40,32,6,,,,28,'CXIB 041500Z AUTO 16005KT M00/M02 RMK AO1 PRESFR SOG 10 8045 SLP239 T10021020'
20180104,1500,CXKA,KAPUKASING_CDA,49.41,-82.44,-25,6,,,,-31,'CXKA 041500Z AUTO 31005KT M31/M35 RMK AO1 2PAST HR SOG 18 3011 SLP298 P0001 T13141350 50002'
20180104,1500,CXKE,KEMPTVILLE_CS,45.00,-75.63,18,2,,,,13,'CXKE 041500Z AUTO 07002KT M08/M10 RMK AO1 SOG 22 5011 SLP105 T10781103'
20180104,1500,CXKI,KIRKLAND_LAKE_CS,48.15,-80.00,-21,,,,,-26,'CXKI 041500Z AUTO M29/M32 RMK AO1 SOG 23 1016 SLP238 T12921324'
20180104,1500,CXKT,KENTVILLE,45.07,-64.48,29,5,,,,28,'CXKT 041500Z AUTO 07004KT M02/M02 RMK AO1 PRESFR SOG 10 8076 SLP115 T10171020'
20180104,1500,CXLB,LUNENBERG,44.35,-64.30,40,30,37,37,37,40,'CXLB 041500Z AUTO 06026G32KT 04/04 RMK AO1 PRESFR PK WND 06032/1454 SLP079 T00420042 58086'
20180104,1500,CXMY,MALAY_FALLS,44.98,-62.48,37,,,,,35,'CXMY 041500Z AUTO 03/02 RMK AO1 T00250015'
20180104,1500,CXNM,NORTH_MOUNTAIN,46.82,-60.67,25,14,24,24,24,25,'CXNM 041500Z AUTO 11012G21KT M04/M04 RMK AO1 SOG 65 PK WND 11021/1453 T10411041 50006'
20180104,1500,CXNP,NAPPAN_AUTO,45.75,-64.23,29,6,,,,27,'CXNP 041500Z AUTO 04005KT M02/M03 RMK AO1 PRESFR SOG 09 8071 SLP138 T10161028'
20180104,1500,CXPC,PARRY_SOUND_CCG,45.34,-80.04,-4,,,,,-10,'CXPC 041500Z AUTO M20/M23 RMK AO1 SOG 28 8005 SLP155 T11991233'
20180104,1500,CXSH,SHAWINIGAN_CS,46.56,-72.73,14,6,,,,10,'CXSH 041500Z AUTO 03005KT M10/M12 RMK AO1 SLP121 T10991120 56025'
20180104,1500,CXTD,TRACADIE,45.61,-61.68,34,15,26,30,30,31,'CXTD 041500Z AUTO 10013G23KT 01/M01 RMK AO1 PRESFR SOG 02 8064 PK WND 12026/1439 SLP186 T00121008'
20180104,1500,CXTO,TORONTO,43.67,-79.40,12,,,,,2,'CXTO 041500Z AUTO M11/M16 RMK AO1 SOG 10 8012 SLP123 T11101164'
20180104,1500,CXVN,VINELAND_STATION_RCS,43.18,-79.40,16,15,24,25,25,8,'CXVN 041500Z AUTO 32013G21KT M09/M13 RMK AO1 SOG 08 8010 PK WND 31022/1423 SLP128 T10911133'
20180104,1500,CXZV,SEPT-ILES,50.22,-66.25,10,7,,,,8,'CXZV 041500Z AUTO 03006KT M12/M13 RMK AO1 SOG 72 8020 SLP205 T11201132'
20180104,1500,CYAH,LA_GRANDE_IV_ARPT,53.76,-73.68,-31,2,,,,-36,'CYAH 041500Z AUTO VRB02KT 9SM CLR M35/M38 A3012 RMK SLP255'
20180104,1500,CYAM,SAULT_STE_MARIE,46.48,-84.51,-15,6,,,,-24,'CYAM 041500Z 02005KT 15SM FEW020 M26/M31 A3026 RMK CU1 CU TR SLP272'
20180104,1500,CYBC,BAIE-COMEAU_AIRPORT,49.13,-68.20,18,13,18,,18,12,'CYBC 041515Z AUTO 08010KT 9SM -SN BKN012 BKN033 M08/M11 A3004 RMK SLP177'
20180104,1500,CYBG,BAGOTVILLE(CAN-MIL),48.33,-71.00,10,9,,,,7,'CYBG 041500Z 09008KT 15SM SCT080 OVC120 M12/M14 A2995 RMK AC4AC4 SLP155'
20180104,1500,CYBN,BORDEN,44.27,-79.91,7,14,,,,3,'CYBN 041536Z AUTO 32009G17KT 290V360 4SM BKN014 M14/M17 A2991'
20180104,1500,CYCX,GAGETOWN__(CAN-MIL),45.83,-66.43,21,6,,,,19,'CYCX 041500Z 02005KT 15SM SCT045 OVC090 M06/M07 A2988 RMK SC3AC5 DA-2254FT PRESFR SLP124'
20180104,1500,CYFC,FREDERICTON_AIRPORT,45.87,-66.53,21,8,,,,19,'CYFC 041500Z AUTO 34007KT 9SM FEW044 OVC120 M06/M07 A2989 RMK PRESFR SLP125'
20180104,1500,CYGK,KINGSTON_ARPT_(MAN),44.22,-76.60,18,9,,,,12,'CYGK 041500Z 34008KT 15SM SCT055 OVC076 M08/M11 A2981 RMK SC3AC5 SLP102'
20180104,1500,CYGL,LA_GRANDE_RIVIERE,53.63,-77.70,-24,3,,,,-31,'CYGL 041500Z 03003KT 15SM IC FEW220 M31/M35 A3021 RMK CI1 SLP265'
20180104,1500,CYGP,GASPE_AIRPORT,48.78,-64.48,10,2,,,,5,'CYGP 041500Z 28002KT 8SM -SN OVC014 M12/M15 A3013 RMK SC8 PRESFR SLP210'
20180104,1500,CYGQ,GERALDTON_AIRPORT,49.78,-86.93,-26,2,,,,-31,'CYGQ 041500Z 32002KT 15SM SKC M32/M35 A3033 RMK SLP326'
20180104,1500,CYGR,ILES_DE_LA_MADELEINE,47.42,-61.78,30,22,29,,29,27,'CYGR 041500Z 11019G25KT 20SM -SN SCT030 OVC160 M01/M03 A3016 RMK SC3AC5 PRESFR SLP214'
20180104,1500,CYGV,HAVRE_ST_PIERRE,50.28,-63.60,14,15,,,,12,'CYGV 041500Z AUTO 06013KT 1 1/2SM -SN OVC013 M10/M11 A3022 RMK PRESFR SLP237'
20180104,1500,CYHD,DRYDEN_AIRPORT,49.83,-92.75,-27,3,,,,-33,'CYHD 041500Z AUTO 27003KT 9SM CLR M33/M36 A3037 RMK SLP348'
20180104,1500,CYHM,HAMILTON_AIRPORT,43.17,-79.93,9,16,24,,24,1,'CYHM 041500Z 31014G21KT 15SM DRSN FEW020 FEW075 M13/M17 A2988 RMK CU1AC1 CU TR SLP137'
20180104,1500,CYHU,SAINT_HUBERT_ARPT,45.52,-73.42,12,9,,,,7,'CYHU 041500Z AUTO 01008KT 8SM BKN085 M11/M14 A2984 RMK SLP110'
20180104,1500,CYHZ,HALIFAX_INTL_ARPT,44.88,-63.52,36,17,,,,36,'CYHZ 041500Z 10019KT 6SM -RA BR OVC010 03/02 A2988 RMK NS8 CIG RAG PRESFR SLP125'
20180104,1500,CYKF,WATERLOO_WELLINGTON_ARPT,43.46,-80.38,7,10,18,,18,0,'CYKF 041530Z AUTO 32014G21KT 9SM CLR M14/M18 A2988 RMK SLP144'
20180104,1500,CYKL,SCHEFFERVILLE_ARPT,54.80,-66.82,-18,3,,,,-24,'CYKL 041500Z AUTO 15003KT 9SM CLR M28/M31 A3008 RMK SLP256'
20180104,1500,CYKZ,TORONTO_BUTTONVILLE,43.87,-79.37,9,18,24,,24,1,'CYKZ 041500Z 33016G21KT 15SM IC DRSN FEW015 FEW120 FEW230 M13/M17 A2986 RMK CU1AC1CI1 AC TR SLP126'
20180104,1500,CYLD,CHAPLEAU_ARPT(SAWR),47.82,-83.35,-24,9,,,,-31,'CYLD 041500Z 36008KT 15SM SKC M31/M35 A3016 RMK SLP280'
20180104,1500,CYMO,MOOSONEE_A,51.28,-80.60,-15,8,,,,-20,'CYMO 041500Z AUTO 32007KT 9SM CLR M26/M29 A3034 RMK SLP276'
20180104,1500,CYMT,CHIBOUGAMAU-CHAPAIS,49.77,-74.53,-6,6,,,,-11,'CYMT 041500Z AUTO 33005KT 9SM CLR M21/M24 A2987 RMK SLP161'
20180104,1500,CYMX,MONTREAL/MIRABEL,45.67,-74.03,14,3,,,,9,'CYMX 041500Z 05003KT 350V080 15SM -SN FEW030 BKN050 OVC100 M10/M13 A2985 RMK SC2SC3AC3 SLP118'
20180104,1500,CYNA,NATASHQUAN_AIRPORT,50.18,-61.82,16,13,,,,14,'CYNA 041532Z AUTO 08012KT 6SM -SN SCT019 OVC025 M09/M10 A3024 RMK SLP243'
20180104,1500,CYND,GATINEAU_AIRPORT,45.52,-75.57,16,8,,,,10,'CYND 041529Z 09006KT 2SM -SN OVC019 M09/M12 A2986 RMK SN2SC6 SLP118'
20180104,1500,CYNM,MATAGAMI_AIRPORT,49.77,-77.80,-17,10,,,,-22,'CYNM 041523Z AUTO 34008KT 5SM -SN BKN009 BKN055 OVC066 M27/M30 A3010 RMK ICG SLP230'
20180104,1500,CYOW,OTTAWA_INTL_AIRPORT,45.32,-75.67,14,8,,,,9,'CYOW 041500Z 04007KT 7SM -SN SCT011 BKN025 OVC075 M10/M13 A2984 RMK ST4SC1AC3 PRESRR SLP114'
20180104,1500,CYOY,VALCARTIER_AIRPORT,46.90,-71.50,14,3,,,,10,'CYOY 041500Z AUTO 06003KT 030V100 9SM BKN095 M10/M12 A2987 RMK SLP130'
20180104,1500,CYPL,PICKLE_LAKE(MAN),51.45,-90.22,-29,3,,,,-36,'CYPL 041500Z 29003KT 12SM IC SCT020 M34/M38 A3034 RMK SC3 SLP339'
20180104,1500,CYPQ,PETERBOROUGH_ARPT,44.23,-78.37,10,12,18,,18,5,'CYPQ 041500Z AUTO 31010G16KT 9SM -SN BKN019 M12/M15 A2983 RMK PRESRR SLP117'
20180104,1500,CYQA,MUSKOKA_AIRPORT,44.97,-79.30,0,9,,,,-6,'CYQA 041538Z AUTO 33013KT 1/4SM +SN M18/M21 A2986 RMK ICG CLD MISG SLP137'
20180104,1500,CYQB,QUEBEC_AIRPORT,46.80,-71.38,16,20,,,,10,'CYQB 041500Z 07017KT 30SM -SN FEW015 OVC100 M09/M12 A2990 RMK SC1AC7 SLP134'
20180104,1500,CYQG,WINDSOR_AIRPORT,42.27,-82.97,10,18,25,,25,0,'CYQG 041500Z 34016G22KT 10SM BKN032 M12/M18 A3009 RMK CU7 OCNL -SHSN SLP203'
20180104,1500,CYQI,YARMOUTH_AIRPORT,43.83,-66.09,37,18,30,,30,36,'CYQI 041500Z 08016G26KT 4SM -SHRA OVC010 03/02 A2959 RMK SF8 CVCTV CLD EMBD PRESFR SLP022'
20180104,1500,CYQM,MONCTON_AIRPORT,46.10,-64.69,27,13,,,,25,'CYQM 041534Z 07011KT 2 1/2SM BR OVC002 M02/M03 A2989 RMK SF8 PRESFR SLP127'
20180104,1500,CYQT,THUNDER_BAY_AIRPORT,48.37,-89.33,-18,8,,,,-26,'CYQT 041500Z 28007KT 20SM SKC M28/M32 A3044 RMK SLP335'
20180104,1500,CYQY,SYDNEY_AIRPORT,46.17,-60.05,34,22,30,,30,28,'CYQY 041500Z 12019G26KT 10SM -SN BKN014 BKN022 OVC043 01/M02 A3020 RMK ST5SC1SC2 SN VRY LGT PRESFR SLP231'
20180104,1500,CYRJ,ROBERVAL_AIRPORT,48.52,-72.27,0,3,,,,-6,'CYRJ 041500Z 32003KT 8SM -SN BKN044 OVC100 M18/M21 A2994 RMK SC5AC3 SLP160'
20180104,1500,CYSB,SUDBURY_AIRPORT,46.62,-80.80,-17,17,26,,26,-24,'CYSB 041500Z 36015G23KT 20SM DRSN FEW056 BKN180 M27/M31 A3002 RMK SC2CC3 SLP208'
20180104,1500,CYSC,SHERBROOKE_AIRPORT,45.43,-71.68,10,7,,,,5,'CYSC 041500Z AUTO 04006KT 9SM BKN050 M12/M15 A2977 RMK SLP101'
20180104,1500,CYSJ,SAINT_JOHN_AIRPORT,45.30,-65.87,32,15,24,,24,30,'CYSJ 041527Z 08015G23KT 2SM -SN DRSN BKN008 OVC013 01/M01 A2977 RMK SF5SC3 PRESFR SLP088'
20180104,1500,CYSN,ST._CATHARINES_ARPT,43.20,-79.17,16,14,,,,10,'CYSN 041500Z 32012KT 15SM DRSN BKN018 M09/M12 A2989 RMK SC7 SLP130'
20180104,1500,CYTL,BIG_TROUT_LAKE,53.82,-89.90,-27,8,,,,-35,'CYTL 041500Z AUTO 32007KT 9SM -SN BKN027 BKN038 M33/M37 A3043 RMK SLP347'
20180104,1500,CYTR,TRENTON_(CAN-MIL),44.12,-77.53,16,7,,,,12,'CYTR 041500Z 33006KT 10SM SCT056 BKN072 OVC200 M09/M11 A2984 RMK SC4AC1CI3 SLP113'
