YMD,HHNN,STN,ID,LAT,LON,TMPF,SUSMPH,GUSTMPH,PKWNDMPH,MAXMPH,DWPF,'RAWOB'
20180104,1700,CWVU,BRIER_ISLAND,44.28,-66.34,38,29,37,38,38,36,'CWVU 041700Z AUTO 05025G32KT 03/02 RMK AO1 0PAST HR PRESFR 8151 PK WND 05033/1637 SLP943 P0004 T00310023 50017'
20180104,1700,CWWB,BURLINGTON_PIERS,43.30,-79.80,14,,,,,0,'CWWB 041700Z AUTO M10/M18 RMK AO1 18 6001 SLP141 T10991180'
20180104,1700,CWWE,WESTERN_HEAD_(MARS),43.98,-64.67,41,33,46,47,47,38,'CWWE 041700Z AUTO 07029G40KT 05/04 RMK AO1 4PAST HR PRESFR SOG 01 8162 PK WND 08041/1644 SLP938 P0013 T00480035 50058'
20180104,1700,CWWX,COVE_ISLAND_(MAPS),45.33,-81.73,1,23,,28,28,-2,'CWWX 041700Z AUTO 05020KT M17/M19 RMK AO1 PK WND 04024/1614 SLP190 T11731189 58008'
20180104,1700,CWWZ,PORT_WELLER_(MARS),43.25,-79.22,19,16,,25,25,10,'CWWZ 041700Z AUTO 32014KT M08/M12 RMK AO1 SOG 08 4000 PK WND 33022/1605 SLP133 T10751120'
20180104,1700,CWXC,ONATCHIWAY,48.88,-71.03,12,6,,,,8,'CWXC 041700Z AUTO 36005KT M11/M14 RMK AO1 8024 SLP120 T11131135 50002'
20180104,1700,CWZQ,GRAND_ETANG,46.55,-61.05,34,47,77,,77,29,'CWZQ 041720Z AUTO 11046G59KT 01/M02 RMK AO1 T00111019'
20180104,1700,CWZS,AMQUI,48.47,-67.43,10,3,,,,6,'CWZS 041700Z AUTO 15003KT M12/M15 RMK AO1 6044 SLP144 T11211147 50010'
20180104,1700,CXBO,BEAUPORT_CS,46.84,-71.20,,14,,29,29,-9999,'CXBO 041700Z AUTO 07012KT RMK AO1 PK WND 06025/1602 50011'
20180104,1700,CXCA,CAMERON_FALLS_(AUT),49.15,-88.35,-12,7,,,,-17,'CXCA 041700Z AUTO 02006KT M24/M27 RMK AO1 SOG 13 8004 SLP336 T12421272 50002'
20180104,1700,CXCH,CHETICAMP,46.65,-60.95,33,,,,,28,'CXCH 041700Z AUTO 01/M02 RMK AO1 8PAST HR SOG 24 M P0003 T00071022 50008'
20180104,1700,CXDI,DELHI_CS,42.87,-80.55,10,14,,21,21,1,'CXDI 041700Z AUTO 32012KT M12/M18 RMK AO1 6009 PK WND 32018/1634 SLP143 T11231175 50002'
20180104,1700,CXEA,EAR_FALLS_(AUT),50.63,-93.21,-19,0,,,,-22,'CXEA 041700Z AUTO 00000KT M28/M30 RMK AO1 SOG 36 1011 SLP359 T12811302 50002'
20180104,1700,CXET,EGBERT_CS,44.23,-79.78,7,14,24,31,31,2,'CXET 041700Z AUTO 33012G21KT M14/M16 RMK AO1 SOG 12 5004 PK WND 34027/1614 SLP134 T11381164'
20180104,1700,CXHA,HARROW_CDA_AUTO,42.03,-82.90,10,7,,,,-1,'CXHA 041700Z AUTO 35006KT M12/M18 RMK AO1 SOG 23 0003 SLP204 T11231181'
20180104,1700,CXIB,INGONISH_BEACH_CS,46.67,-60.40,34,8,21,24,24,29,'CXIB 041700Z AUTO 13007G18KT 01/M02 RMK AO1 PRESFR SOG 10 6066 PK WND 12021/1626 SLP196 T00091015'
20180104,1700,CXKA,KAPUKASING_CDA,49.41,-82.44,-19,6,,,,-26,'CXKA 041700Z AUTO 30005KT M28/M32 RMK AO1 SOG 18 8003 SLP287 T12811321 50004'
20180104,1700,CXKE,KEMPTVILLE_CS,45.00,-75.63,16,5,,,,13,'CXKE 041700Z AUTO 34004KT M09/M11 RMK AO1 2PAST HR SOG 22 8010 SLP087 P0001 T10871108 50002'
20180104,1700,CXKI,KIRKLAND_LAKE_CS,48.15,-80.00,-13,,,,,-19,'CXKI 041700Z AUTO M25/M29 RMK AO1 SOG 22 8014 SLP220 T12511286'
20180104,1700,CXKT,KENTVILLE,45.07,-64.48,32,9,18,,18,32,'CXKT 041700Z AUTO 05008G16KT 00/M00 RMK AO1 5PAST HR PRESFR SOG 11 8123 SLP019 P0006 T00001001 50021'
20180104,1700,CXLB,LUNENBERG,44.35,-64.30,39,38,54,54,54,39,'CXLB 041700Z AUTO 06033G47KT 04/04 RMK AO1 PRESFR PK WND 05047/1658 SLP969 T00380038 58149'
20180104,1700,CXMY,MALAY_FALLS,44.98,-62.48,38,,,,,37,'CXMY 041700Z AUTO 03/03 RMK AO1 3PAST HR M P0009 T00340028 50041'
20180104,1700,CXNM,NORTH_MOUNTAIN,46.82,-60.67,26,17,32,32,32,26,'CXNM 041700Z AUTO 12015G28KT M03/M03 RMK AO1 SOG 64 PK WND 13028/1659 T10341034 50014'
20180104,1700,CXNP,NAPPAN_AUTO,45.75,-64.23,32,10,,,,31,'CXNP 041700Z AUTO 06009KT M00/M00 RMK AO1 2PAST HR PRESFR SOG 09 8102 SLP066 P0009 T10011003 50022'
20180104,1700,CXPC,PARRY_SOUND_CCG,45.34,-80.04,-3,,,,,-11,'CXPC 041700Z AUTO M20/M24 RMK AO1 SOG 28 6009 SLP156 T11971239'
20180104,1700,CXSH,SHAWINIGAN_CS,46.56,-72.73,17,6,,,,11,'CXSH 041700Z AUTO 01005KT M08/M11 RMK AO1 SLP092 T10831114 58032'
20180104,1700,CXTD,TRACADIE,45.61,-61.68,33,16,26,30,30,32,'CXTD 041700Z AUTO 10014G23KT 01/00 RMK AO1 1PAST HR PRESFR SOG 01 8091 PK WND 10026/1609 SLP121 P0004 T00080000 50015'
20180104,1700,CXTO,TORONTO,43.67,-79.40,12,,,,,0,'CXTO 041700Z AUTO M11/M18 RMK AO1 SOG 10 5000 SLP130 T11121180'
20180104,1700,CXVN,VINELAND_STATION_RCS,43.18,-79.40,16,15,23,23,23,3,'CXVN 041700Z AUTO 33013G20KT M09/M16 RMK AO1 SOG 08 6001 PK WND 32020/1650 SLP130 T10911162'
20180104,1700,CXZV,SEPT-ILES,50.22,-66.25,13,7,,,,11,'CXZV 041700Z AUTO 03006KT M11/M12 RMK AO1 SOG 72 8043 SLP175 T11061118'
20180104,1700,CYAH,LA_GRANDE_IV_ARPT,53.76,-73.68,-20,0,,,,-26,'CYAH 041700Z AUTO 00000KT 9SM CLR M29/M32 A3006 RMK PRESFR SLP233'
20180104,1700,CYAM,SAULT_STE_MARIE,46.48,-84.51,-9,8,,,,-22,'CYAM 041700Z 36007KT 15SM FEW025 FEW130 M23/M30 A3024 RMK CU1AC1 CU TR AC TR SLP264'
20180104,1700,CYBC,BAIE-COMEAU_AIRPORT,49.13,-68.20,19,14,,,,14,'CYBC 041700Z AUTO 08014KT 9SM -SN BKN014 OVC019 M07/M10 A2997 RMK SLP153'
20180104,1700,CYBG,BAGOTVILLE(CAN-MIL),48.33,-71.00,14,9,,,,9,'CYBG 041700Z 09008KT 25SM OVC090 M10/M13 A2988 RMK AC8 SLP132'
20180104,1700,CYBN,BORDEN,44.27,-79.91,7,15,28,,28,3,'CYBN 041738Z AUTO 34012G21KT 3/4SM VV007 M14/M16 A2990'
20180104,1700,CYCX,GAGETOWN__(CAN-MIL),45.83,-66.43,27,12,18,,18,25,'CYCX 041718Z CCA 04013KT 010V070 1/2SM SN VV005 M03/M04 A2963 RMK SN8 DA-1630FTPRESFR SLP036'
20180104,1700,CYFC,FREDERICTON_AIRPORT,45.87,-66.53,27,13,20,,20,25,'CYFC 041725Z AUTO 03014KT 1SM R09/P6000FT/N -SN OVC010 M03/M04 A2962 RMK PRESFRSLP033'
20180104,1700,CYGK,KINGSTON_ARPT_(MAN),44.22,-76.60,19,10,,,,10,'CYGK 041700Z 36009KT 15SM FEW055 OVC078 M07/M12 A2976 RMK SC1AC7 SLP085'
20180104,1700,CYGL,LA_GRANDE_RIVIERE,53.63,-77.70,-18,5,,,,-24,'CYGL 041700Z 01004KT 15SM IC FEW200 M28/M31 A3019 RMK CI1 SLP255'
20180104,1700,CYGP,GASPE_AIRPORT,48.78,-64.48,14,2,,,,10,'CYGP 041720Z VRB02KT 8SM OVC005 M09/M12 A3000 RMK SC8 BLN ESTD PRESFR SLP165'
20180104,1700,CYGQ,GERALDTON_AIRPORT,49.78,-86.93,-18,7,,,,-24,'CYGQ 041700Z 34006KT 15SM FEW050 FEW250 M28/M31 A3031 RMK SC1CI1 SLP318'
20180104,1700,CYGR,ILES_DE_LA_MADELEINE,47.42,-61.78,32,26,36,,36,28,'CYGR 041700Z 11023G31KT 15SM -SN SCT012 OVC050 M00/M02 A3001 RMK SC4SC4 PRESFR SLP165'
20180104,1700,CYGV,HAVRE_ST_PIERRE,50.28,-63.60,18,16,,,,16,'CYGV 041733Z AUTO 06011KT 2SM -SN BKN014 OVC019 M07/M08 A3009 RMK VIS VRB 1-3 SLP194'
20180104,1700,CYHD,DRYDEN_AIRPORT,49.83,-92.75,-18,2,,,,-24,'CYHD 041700Z AUTO 00000KT 9SM SCT020 M28/M32 A3039 RMK SLP352'
20180104,1700,CYHM,HAMILTON_AIRPORT,43.17,-79.93,10,17,23,,23,0,'CYHM 041700Z 32015G20KT 15SM DRSN FEW028 FEW160 M12/M18 A2988 RMK CU1AC1 CU TR AC TR SLP138'
20180104,1700,CYHU,SAINT_HUBERT_ARPT,45.52,-73.42,16,12,,,,10,'CYHU 041700Z AUTO 01010KT 9SM OVC070 M09/M12 A2977 RMK SLP086'
20180104,1700,CYHZ,HALIFAX_INTL_ARPT,44.88,-63.52,36,30,44,,44,36,'CYHZ 041719Z 09027G42KT 3SM RA BR OVC010 03/02 A2954 RMK NS8 CIG RAG PRESFR SLP011'
20180104,1700,CYKF,WATERLOO_WELLINGTON_ARPT,43.46,-80.38,7,14,23,,23,0,'CYKF 041700Z AUTO 32012G20KT 9SM CLR M14/M18 A2987 RMK SLP139'
20180104,1700,CYKL,SCHEFFERVILLE_ARPT,54.80,-66.82,-15,6,,,,-20,'CYKL 041700Z AUTO 17005KT 160V260 9SM CLR M26/M29 A3003 RMK SLP239'
20180104,1700,CYKZ,TORONTO_BUTTONVILLE,43.87,-79.37,9,23,29,,29,0,'CYKZ 041700Z 34018G25KT 13SM IC DRSN FEW017 FEW080 FEW260 M13/M18 A2988 RMK CU1AC1CI1 CU TR AC TR OCNL-SHSN SLP133'
20180104,1700,CYLD,CHAPLEAU_ARPT(SAWR),47.82,-83.35,-18,9,,,,-26,'CYLD 041700Z 36008KT 15SM FEW035 M28/M32 A3013 RMK SC1 SLP270'
20180104,1700,CYMO,MOOSONEE_A,51.28,-80.60,-9,12,,,,-15,'CYMO 041700Z AUTO 34010KT 9SM CLR M23/M26 A3032 RMK SLP271'
20180104,1700,CYMT,CHIBOUGAMAU-CHAPAIS,49.77,-74.53,-2,7,,,,-9,'CYMT 041700Z AUTO 01006KT 340V050 9SM SCT240 M19/M23 A2989 RMK SLP165'
20180104,1700,CYMX,MONTREAL/MIRABEL,45.67,-74.03,16,6,,,,12,'CYMX 041700Z CCA 36005KT 340V070 3SM -SN OVC038 M09/M11 A2978 RMK SC8 VIS VRB 2-4 SLP093'
20180104,1700,CYNA,NATASHQUAN_AIRPORT,50.18,-61.82,19,13,,,,18,'CYNA 041700Z AUTO 07012KT 9SM -SN OVC025 M06/M08 A3016 RMK PRESFR SLP215'
20180104,1700,CYND,GATINEAU_AIRPORT,45.52,-75.57,18,2,,,,12,'CYND 041700Z VRB02KT 3SM -SN OVC028 M08/M11 A2980 RMK SC8 SLP098'
20180104,1700,CYNM,MATAGAMI_AIRPORT,49.77,-77.80,-13,14,,,,-18,'CYNM 041700Z AUTO 32012KT 9SM CLR M25/M28 A3004 RMK ICG SLP210'
20180104,1700,CYOW,OTTAWA_INTL_AIRPORT,45.32,-75.67,16,9,,,,10,'CYOW 041700Z 35008KT 7SM -SN BKN024 OVC038 M09/M12 A2979 RMK SC5SC3 SLP096'
20180104,1700,CYOY,VALCARTIER_AIRPORT,46.90,-71.50,16,3,,,,12,'CYOY 041700Z AUTO 07003KT 030V090 9SM FEW050 FEW063 FEW098 M09/M11 A2977 RMK PRESFR SLP095'
20180104,1700,CYPL,PICKLE_LAKE(MAN),51.45,-90.22,-24,3,,,,-29,'CYPL 041700Z 31003KT 12SM IC FEW025 FEW200 M31/M34 A3036 RMK SC1CI1 SLP344'
20180104,1700,CYPQ,PETERBOROUGH_ARPT,44.23,-78.37,9,14,,,,3,'CYPQ 041717Z AUTO 30013G18KT 3SM -SN BKN030 OVC034 M13/M16 A2982 RMK SLP114'
20180104,1700,CYQA,MUSKOKA_AIRPORT,44.97,-79.30,1,10,,,,-6,'CYQA 041733Z AUTO 33012KT 1 1/4SM -SN CLR M17/M22 A2986 RMK ICG INTMT SLP136'
20180104,1700,CYQB,QUEBEC_AIRPORT,46.80,-71.38,18,20,,,,10,'CYQB 041700Z 07017KT 30SM FEW015 OVC067 M08/M12 A2981 RMK SC1AC7 SLP102'
20180104,1700,CYQG,WINDSOR_AIRPORT,42.27,-82.97,9,16,28,,28,-2,'CYQG 041700Z 34014G24KT 15SM BKN030 M13/M19 A3009 RMK CU5 SLP203'
20180104,1700,CYQI,YARMOUTH_AIRPORT,43.83,-66.09,39,26,49,,49,37,'CYQI 041700Z 08023G43KT 3SM -RA BR OVC011 04/03 A2923 RMK SF8 PRESFR SLP903'
20180104,1700,CYQM,MONCTON_AIRPORT,46.10,-64.69,30,14,24,,24,28,'CYQM 041709Z 06013G19KT 1/2SM R06/5500VP6000FT/D R29/5000VP6000FT/D SN DRSN OVC004 M00/M01 A2972 RMK SF8 PRESFR SLP069'
20180104,1700,CYQT,THUNDER_BAY_AIRPORT,48.37,-89.33,-11,9,,,,-20,'CYQT 041700Z 28008KT 20SM SKC M24/M29 A3042 RMK SLP331'
20180104,1700,CYQY,SYDNEY_AIRPORT,46.17,-60.05,34,21,37,,37,30,'CYQY 041736Z CCA 10021G34KT 2 1/2SM -SN DRSN OVC011 01/M01 A3000 RMK NS8 PRESFRSLP163'
20180104,1700,CYRJ,ROBERVAL_AIRPORT,48.52,-72.27,3,8,,,,-2,'CYRJ 041700Z 32007KT 5SM -SN SCT030 OVC140 M16/M19 A2988 RMK SC4AS4 PRESFR SLP139'
20180104,1700,CYSB,SUDBURY_AIRPORT,46.62,-80.80,-11,22,33,,33,-20,'CYSB 041700Z 02019G29KT 20SM DRSN FEW036 FEW180 M24/M29 A3000 RMK SC1CI2 SC TR SLP202'
20180104,1700,CYSC,SHERBROOKE_AIRPORT,45.43,-71.68,14,9,,,,9,'CYSC 041716Z AUTO 02004KT 3/4SM -SN VV013 M10/M13 A2963 RMK PRESFR SLP053'
20180104,1700,CYSJ,SAINT_JOHN_AIRPORT,45.30,-65.87,34,18,30,,30,32,'CYSJ 041733Z 06018G29KT 2SM -RASN DRSN OVC011 01/00 A2947 RMK SC8 PRESFR SLP985'
